settlementDate,settlementPeriod,startTime,createdDateTime,systemSellPrice,systemBuyPrice,bsadDefaulted,priceDerivationCode,reserveScarcityPrice,netImbalanceVolume,sellPriceAdjustment,buyPriceAdjustment,replacementPrice,replacementPriceReferenceVolume,totalAcceptedOfferVolume,totalAcceptedBidVolume,totalAdjustmentSellVolume,totalAdjustmentBuyVolume,totalSystemTaggedAcceptedOfferVolume,totalSystemTaggedAcceptedBidVolume,totalSystemTaggedAdjustmentSellVolume,totalSystemTaggedAdjustmentBuyVolume,SettlementDate,SettlementPeriod
2025-02-01,1,2025-02-01T00:00:00Z,2025-02-02T00:44:32Z,94.86,94.86,False,N,0.0,-146.91030543530545,0.0,0.0,,,300.26666666666665,-478.1936387686388,0.0,30.9,300.26666666666665,-477.1936387686388,,30.9,2025-02-01,1
2025-02-01,2,2025-02-01T00:30:00Z,2025-02-02T01:14:45Z,93.1,93.1,False,N,0.0,-279.494328427698,0.0,0.0,,,263.39166666666665,-542.9609950943646,0.0,0.0,263.39166666666665,-541.9609950943646,,,2025-02-01,2
2025-02-01,3,2025-02-01T01:00:00Z,2025-02-02T01:44:37Z,93.1,93.1,False,N,0.0,-299.0909017335004,0.0,0.0,,,264.93333333333334,-564.0409017335004,0.0,0.0,264.93333333333334,-563.0409017335004,,,2025-02-01,3
2025-02-01,4,2025-02-01T01:30:00Z,2025-02-02T02:14:49Z,93.1,93.1,False,N,0.0,-487.2910988765401,0.0,0.0,,,238.00000981060606,-725.3585299497724,0.0,0.0,238.00000981060606,-724.3585299497724,,,2025-02-01,4
2025-02-01,5,2025-02-01T02:00:00Z,2025-02-02T02:44:30Z,93.15,93.15,False,N,0.0,-367.7659521034521,0.0,0.0,,,238.0,-605.7659521034522,0.0,0.0,238.0,-604.7659521034522,,,2025-02-01,5
2025-02-01,6,2025-02-01T02:30:00Z,2025-02-02T03:14:33Z,93.15,93.15,False,N,0.0,-401.7224309205287,0.0,0.0,,,243.99493019058235,-645.8506944444445,0.0,0.0,243.99493019058235,-644.8506944444445,,,2025-02-01,6
2025-02-01,7,2025-02-01T03:00:00Z,2025-02-02T03:44:32Z,93.16,93.16,False,N,0.0,-43.18149878213976,0.0,0.0,,,291.4880063173541,-334.7861717661606,0.0,0.0,291.4880063173541,-333.7861717661606,,,2025-02-01,7
2025-02-01,8,2025-02-01T03:30:00Z,2025-02-02T04:14:32Z,93.15,93.15,False,N,0.0,-189.41206539064007,0.0,0.0,,,238.01262375,-427.61302245496756,0.0,0.0,238.01262375,-426.61302245496756,,,2025-02-01,8
2025-02-01,9,2025-02-01T04:00:00Z,2025-02-02T04:44:32Z,93.16,93.16,False,N,0.0,-103.32961164652342,0.0,0.0,,,238.0,-341.73794497985676,0.0,0.0,238.0,-340.73794497985676,,,2025-02-01,9
2025-02-01,10,2025-02-01T04:30:00Z,2025-02-02T05:14:29Z,93.15,93.15,False,N,0.0,-193.90768690223777,0.0,0.0,,,238.0,-431.90768690223774,0.0,0.0,238.0,-430.90768690223774,,,2025-02-01,10
2025-02-01,11,2025-02-01T05:00:00Z,2025-02-02T05:44:37Z,0.5,0.5,False,N,0.0,-229.6833001162316,0.0,0.0,,,238.09789758349027,-492.082633449565,0.0,24.291,238.09789758349027,-491.082633449565,,24.291,2025-02-01,11
2025-02-01,12,2025-02-01T05:30:00Z,2025-02-02T06:14:32Z,0.5,0.5,False,N,0.0,-300.191,0.0,0.0,0.5,1.0,240.16666666666666,-562.0666666666667,0.0,21.709,240.16666666666666,-561.0666666666667,,21.709,2025-02-01,12
2025-02-01,13,2025-02-01T06:00:00Z,2025-02-02T06:44:35Z,93.25,93.25,False,N,0.0,-55.63308966861599,0.0,0.0,93.25,1.0,297.9085769980507,-653.5416666666666,0.0,300.0,297.9085769980507,-652.5416666666666,,300.0,2025-02-01,13
2025-02-01,14,2025-02-01T06:30:00Z,2025-02-02T07:14:29Z,125.72577212962963,125.72577212962963,False,P,0.0,57.299787037037035,0.0,0.0,,,551.0385762037037,-814.1765391666667,0.0,320.509,551.0385762037037,-814.1765391666667,,319.509,2025-02-01,14
2025-02-01,15,2025-02-01T07:00:00Z,2025-02-02T07:44:32Z,137.0,137.0,False,P,0.0,337.04877416666665,0.0,0.0,,,574.8761170138889,-938.9844358333334,0.0,701.166,573.8761170138889,-938.9844358333334,,701.166,2025-02-01,15
2025-02-01,16,2025-02-01T07:30:00Z,2025-02-02T08:14:32Z,137.0,137.0,False,P,0.0,295.2773893055556,0.0,0.0,,,587.5793004761852,-864.6681879166666,0.0,572.426,586.5793004761852,-864.6681879166666,,572.426,2025-02-01,16
2025-02-01,17,2025-02-01T08:00:00Z,2025-02-02T08:44:33Z,141.25,141.25,False,P,0.0,414.4384975,0.0,0.0,,,572.6039975,-851.1206626388889,0.0,693.077,572.6039975,-851.1206626388889,,692.077,2025-02-01,17
2025-02-01,18,2025-02-01T08:30:00Z,2025-02-02T09:14:34Z,148.0,148.0,False,P,0.0,566.1373333333333,0.0,0.0,,,524.5927785185186,-856.3761110185185,0.0,898.139,523.5927785185186,-856.3761110185185,,898.139,2025-02-01,18
2025-02-01,19,2025-02-01T09:00:00Z,2025-02-02T09:44:33Z,148.0,148.0,False,P,0.0,83.0830625,0.0,0.0,,,685.1903958333334,-718.4570530555555,0.0,116.151,684.1903958333334,-718.4570530555555,,116.151,2025-02-01,19
2025-02-01,20,2025-02-01T09:30:00Z,2025-02-02T10:14:32Z,120.88,120.88,False,N,0.0,-159.5293081027641,0.0,0.0,120.88,0.0,530.5378290476191,-690.098545967433,0.0,0.0,530.5378290476191,-689.098545967433,,,2025-02-01,20
2025-02-01,21,2025-02-01T10:00:00Z,2025-02-02T10:44:31Z,109.16,109.16,False,N,0.0,-375.4008447420635,0.0,0.0,109.16,0.0,335.0415802579365,-710.6641926388888,0.0,0.0,335.0415802579365,-709.6641926388888,,,2025-02-01,21
2025-02-01,22,2025-02-01T10:30:00Z,2025-02-02T11:14:42Z,119.0,119.0,False,P,0.0,56.92215659220355,0.0,0.0,,,697.2721626065323,-640.4167639581802,0.0,0.0,696.2721626065323,-640.4167639581802,,,2025-02-01,22
2025-02-01,23,2025-02-01T11:00:00Z,2025-02-02T11:44:30Z,112.0,112.0,False,P,0.0,88.52176031687675,0.0,0.0,,,849.3361540668767,-760.5952574305555,0.0,0.0,848.3361540668767,-760.5952574305555,,,2025-02-01,23
2025-02-01,24,2025-02-01T11:30:00Z,2025-02-02T12:14:34Z,99.72,99.72,False,N,0.0,-82.52798471288516,0.0,0.0,99.72,0.0,740.264237509337,-822.5649930555555,0.0,0.0,740.264237509337,-821.5649930555555,,,2025-02-01,24
2025-02-01,25,2025-02-01T12:00:00Z,2025-02-02T12:44:33Z,119.0,119.0,False,P,0.0,269.48559180555554,0.0,0.0,,,953.1206675631313,-810.2956584722223,0.0,126.69,952.1206675631313,-810.2956584722223,,126.69,2025-02-01,25
2025-02-01,26,2025-02-01T12:30:00Z,2025-02-02T13:14:36Z,120.0,120.0,False,P,0.0,780.8716933498657,0.0,0.0,,,1410.8091933498658,-780.6351186111111,0.0,150.75,1409.8091933498658,-780.6351186111111,,150.75,2025-02-01,26
2025-02-01,27,2025-02-01T13:00:00Z,2025-02-02T13:44:38Z,130.0,130.0,False,P,0.0,1058.346039171555,0.0,0.0,,,1787.369556810444,-810.1139973611112,0.0,80.945,1786.369556810444,-810.1139973611112,,80.945,2025-02-01,27
2025-02-01,28,2025-02-01T13:30:00Z,2025-02-02T14:14:36Z,118.8,118.8,False,P,0.0,521.4295136813187,0.0,0.0,,,1456.8937989590966,-936.0900491666666,0.0,0.0,1455.8937989590966,-936.0900491666666,,,2025-02-01,28
2025-02-01,29,2025-02-01T14:00:00Z,2025-02-02T14:44:30Z,112.0,112.0,False,P,0.0,25.271077452995875,0.0,0.0,,,1109.6377441196626,-1084.7811014596273,0.0,0.0,1108.6377441196626,-1084.7811014596273,,,2025-02-01,29
2025-02-01,30,2025-02-01T14:30:00Z,2025-02-02T15:14:22Z,118.6,118.6,False,P,0.0,37.659679818121695,0.0,0.0,,,1195.6466664834943,-1158.0458931931505,0.0,0.0,1194.6466664834943,-1158.0458931931505,,,2025-02-01,30
2025-02-01,31,2025-02-01T15:00:00Z,2025-02-02T15:44:21Z,139.0,139.0,False,P,0.0,128.48791944900793,0.0,0.0,,,1380.0875111156747,-1251.5511636904762,0.0,0.0,1379.0875111156747,-1251.5511636904762,,,2025-02-01,31
2025-02-01,32,2025-02-01T15:30:00Z,2025-02-02T16:14:26Z,130.0,130.0,False,P,0.0,10.191435185185185,0.0,0.0,,,1289.6414351851852,-1279.4,0.0,0.0,1288.6414351851852,-1279.4,,,2025-02-01,32
2025-02-01,33,2025-02-01T16:00:00Z,2025-02-02T16:44:25Z,93.4,93.4,False,N,0.0,-188.0531432748538,0.0,0.0,93.4,1.0,1186.513523391813,-1374.5166666666667,0.0,0.0,1186.513523391813,-1373.5166666666667,,,2025-02-01,33
2025-02-01,34,2025-02-01T16:30:00Z,2025-02-02T17:14:27Z,144.0,144.0,False,P,0.0,131.03780745808476,0.0,0.0,,,1521.0122959290443,-1390.4188023497475,0.0,0.0,1520.0122959290443,-1390.4188023497475,,,2025-02-01,34
2025-02-01,35,2025-02-01T17:00:00Z,2025-02-02T17:44:23Z,99.0,99.0,False,N,0.0,-30.996321251803753,0.0,0.0,,,1398.954164760101,-1430.1995374492792,0.0,0.0,1398.954164760101,-1429.1995374492792,,,2025-02-01,35
2025-02-01,36,2025-02-01T17:30:00Z,2025-02-02T18:14:20Z,144.0,144.0,False,P,0.0,280.53777757575756,0.0,0.0,,,1606.657222020202,-1433.3572223255367,0.0,107.35,1605.657222020202,-1433.3572223255367,,107.35,2025-02-01,36
2025-02-01,37,2025-02-01T18:00:00Z,2025-02-02T18:44:33Z,144.0,144.0,False,P,0.0,358.40169774386106,0.0,0.0,,,1626.583959648623,-1517.974419559083,0.0,250.0,1625.583959648623,-1517.974419559083,,250.0,2025-02-01,37
2025-02-01,38,2025-02-01T18:30:00Z,2025-02-02T19:14:24Z,144.0,144.0,False,P,0.0,339.10889684907835,0.0,0.0,,,1664.653492999872,-1575.2390052116402,0.0,250.0,1663.653492999872,-1575.2390052116402,,250.0,2025-02-01,38
2025-02-01,39,2025-02-01T19:00:00Z,2025-02-02T19:44:24Z,133.27013333333332,133.27013333333332,False,P,0.0,341.4753717021924,0.0,0.0,,,1525.4886181836923,-1683.8424325176045,0.0,500.0,1525.4886181836923,-1683.8424325176045,,499.0,2025-02-01,39
2025-02-01,40,2025-02-01T19:30:00Z,2025-02-02T20:14:19Z,133.26,133.26,False,P,0.0,272.972962962963,0.0,0.0,,,1455.5657407407407,-1682.5177777777778,0.0,500.0,1455.5657407407407,-1682.5177777777778,,499.0,2025-02-01,40
2025-02-01,41,2025-02-01T20:00:00Z,2025-02-02T20:44:24Z,135.0,135.0,False,P,0.0,175.9543611071701,0.0,0.0,,,1861.639502705225,-1750.9332108741257,-0.415,65.298,1860.639502705225,-1750.9332108741257,-0.415,65.298,2025-02-01,41
2025-02-01,42,2025-02-01T20:30:00Z,2025-02-02T21:14:22Z,134.85,134.85,False,P,0.0,329.5493574626762,0.0,0.0,,,2030.2993574626762,-1780.7505568851539,-0.415,80.0,2029.2993574626762,-1780.7505568851539,-0.415,80.0,2025-02-01,42
2025-02-01,43,2025-02-01T21:00:00Z,2025-02-02T21:44:26Z,127.75,127.75,False,P,0.0,440.1426048809524,0.0,0.0,,,2089.842164464286,-1848.997899117647,-0.415,199.181,2088.842164464286,-1848.997899117647,-0.415,199.181,2025-02-01,43
2025-02-01,44,2025-02-01T21:30:00Z,2025-02-02T22:14:28Z,90.0,90.0,False,N,0.0,-146.25480083333332,0.0,0.0,,,1629.0847222222221,-1970.2613980555554,-0.415,195.0,1629.0847222222221,-1969.2613980555554,-0.415,195.0,2025-02-01,44
2025-02-01,45,2025-02-01T22:00:00Z,2025-02-02T22:44:27Z,93.33,93.33,False,N,0.0,-124.62159722222222,0.0,0.0,,,1370.175,-1939.7965972222223,0.0,445.0,1370.175,-1938.7965972222223,,445.0,2025-02-01,45
2025-02-01,46,2025-02-01T22:30:00Z,2025-02-02T23:14:34Z,93.33,93.33,False,N,0.0,-42.9403227124183,0.0,0.0,,,1283.359861111111,-1770.8683782679739,0.0,445.0,1283.359861111111,-1769.8683782679739,,445.0,2025-02-01,46
2025-02-01,47,2025-02-01T23:00:00Z,2025-02-02T23:44:25Z,125.0,125.0,False,P,0.0,52.08488625,0.0,0.0,,,1717.2384075,-1694.2713708117517,0.0,29.272,1716.2384075,-1694.2713708117517,,29.272,2025-02-01,47
2025-02-01,48,2025-02-01T23:30:00Z,2025-02-03T00:14:27Z,125.0,125.0,False,P,0.0,360.3926103948802,0.0,0.0,,,2024.2556108115468,-1674.4968805092592,0.0,10.417,2023.2556108115468,-1674.4968805092592,,10.417,2025-02-01,48
2025-02-02,1,2025-02-02T00:00:00Z,2025-02-03T00:44:20Z,125.0,125.0,False,P,0.0,187.66083362493103,0.0,0.0,,,1782.034151124931,-1627.405325451389,0.0,32.889,1781.034151124931,-1627.405325451389,,32.889,2025-02-02,1
2025-02-02,2,2025-02-02T00:30:00Z,2025-02-03T01:14:22Z,128.0,128.0,False,P,0.0,392.6947749963925,0.0,0.0,,,1850.0012564290082,-1560.5651173148149,0.0,103.32,1849.0012564290082,-1560.5651173148149,,103.32,2025-02-02,2
2025-02-02,3,2025-02-02T01:00:00Z,2025-02-03T01:44:27Z,128.0,128.0,False,P,0.0,191.32473436977767,0.0,0.0,,,1490.7268210364443,-1418.7778182529364,0.0,119.394,1489.7268210364443,-1418.7778182529364,,119.394,2025-02-02,3
2025-02-02,4,2025-02-02T01:30:00Z,2025-02-03T02:14:27Z,128.0,128.0,False,P,0.0,106.76714549339549,0.0,0.0,,,1310.0814636752136,-1317.8143181818182,0.0,114.5,1309.0814636752136,-1317.8143181818182,,114.5,2025-02-02,4
2025-02-02,5,2025-02-02T02:00:00Z,2025-02-03T02:45:05Z,128.8,128.8,False,P,0.0,253.46409208781245,0.0,0.0,,,1409.362801683772,-1287.829866963564,0.0,131.931,1408.362801683772,-1287.829866963564,,131.931,2025-02-02,5
2025-02-02,6,2025-02-02T02:30:00Z,2025-02-03T03:14:26Z,125.0,125.0,False,P,0.0,207.73887650676937,0.0,0.0,,,1529.9773487289915,-1440.2384754330064,0.0,118.0,1528.9773487289915,-1440.2384754330064,,118.0,2025-02-02,6
2025-02-02,7,2025-02-02T03:00:00Z,2025-02-03T03:44:36Z,125.0,125.0,False,P,0.0,43.91706253444665,0.0,0.0,,,1369.9977292011133,-1431.358930021219,0.0,105.261,1368.9977292011133,-1431.358930021219,,105.261,2025-02-02,7
2025-02-02,8,2025-02-02T03:30:00Z,2025-02-03T04:14:29Z,125.0,125.0,False,P,0.0,84.89916666666667,0.0,0.0,,,1384.4375,-1403.3666666666666,0.0,103.845,1383.4375,-1403.3666666666666,,103.845,2025-02-02,8
2025-02-02,9,2025-02-02T04:00:00Z,2025-02-03T04:44:24Z,125.0,125.0,False,P,0.0,48.267368614028946,0.0,0.0,,,1345.1757020862512,-1395.1254181448412,0.0,98.0,1344.1757020862512,-1395.1254181448412,,98.0,2025-02-02,9
2025-02-02,10,2025-02-02T04:30:00Z,2025-02-03T05:14:35Z,122.0,122.0,False,P,0.0,4.856477824463118,0.0,0.0,,,1354.4485889355742,-1374.8617238562092,0.0,25.294,1353.4485889355742,-1374.8617238562092,,25.294,2025-02-02,10
2025-02-02,11,2025-02-02T05:00:00Z,2025-02-03T05:44:29Z,128.8,128.8,False,P,0.0,342.18839355006105,0.0,0.0,,,1673.5356166056165,-1351.3472230555556,0.0,20.0,1672.5356166056165,-1351.3472230555556,,20.0,2025-02-02,11
2025-02-02,12,2025-02-02T05:30:00Z,2025-02-03T06:14:26Z,128.8,128.8,False,P,0.0,249.31006189636753,0.0,0.0,,,1623.576734951923,-1394.2669478935186,0.0,20.0,1622.576734951923,-1394.2669478935186,,20.0,2025-02-02,12
2025-02-02,13,2025-02-02T06:00:00Z,2025-02-03T06:44:22Z,87.0,87.0,False,N,0.0,-22.23902890432099,0.0,0.0,,,1429.615141095679,-1471.9884083179013,0.0,20.0,1429.615141095679,-1470.9884083179013,,20.0,2025-02-02,13
2025-02-02,14,2025-02-02T06:30:00Z,2025-02-03T07:14:26Z,80.0,80.0,False,N,0.0,-114.73791722222222,0.0,0.0,80.0,1.0,1152.41875,-1357.4791672222223,0.0,90.535,1152.41875,-1356.4791672222223,,90.535,2025-02-02,14
2025-02-02,15,2025-02-02T07:00:00Z,2025-02-03T07:44:24Z,93.04,93.04,False,N,0.0,-78.51661305976431,0.0,0.0,,,732.1306462584175,-1343.8258207070708,0.0,533.354,732.1306462584175,-1342.8258207070708,,533.354,2025-02-02,15
2025-02-02,16,2025-02-02T07:30:00Z,2025-02-03T08:14:30Z,114.08,114.08,False,P,0.0,186.18156745253242,0.0,0.0,,,812.633650508088,-1227.7209015729027,0.0,601.4,812.633650508088,-1227.7209015729027,,600.4,2025-02-02,16
2025-02-02,17,2025-02-02T08:00:00Z,2025-02-03T08:44:24Z,117.1304,117.1304,False,P,0.0,328.6837248412639,0.0,0.0,,,860.2450934478948,-1192.9048356745973,0.0,661.505,860.2450934478948,-1192.9048356745973,,660.505,2025-02-02,17
2025-02-02,18,2025-02-02T08:30:00Z,2025-02-03T09:14:27Z,128.9,128.9,False,P,0.0,611.5190423317307,0.0,0.0,,,1159.956593456392,-984.9291064360111,0.0,436.34,1158.956593456392,-984.9291064360111,,436.34,2025-02-02,18
2025-02-02,19,2025-02-02T09:00:00Z,2025-02-03T09:44:30Z,87.34723709678482,87.34723709678482,False,N,0.0,-92.47168639336918,0.0,0.0,87.63066666666667,1.0,679.2624124955197,-771.5618766666666,0.0,0.0,679.2624124955197,-770.5618766666666,,,2025-02-02,19
2025-02-02,20,2025-02-02T09:30:00Z,2025-02-03T10:14:22Z,92.0,92.0,False,N,0.0,-290.9585317460317,0.0,0.0,92.0,1.0,405.2583333333333,-696.2168650793651,0.0,0.0,405.2583333333333,-695.2168650793651,,,2025-02-02,20
2025-02-02,21,2025-02-02T10:00:00Z,2025-02-03T10:44:29Z,-1.57,-1.57,False,N,0.0,-602.5760415620491,0.0,0.0,,,284.95001666666667,-887.774272812049,0.0,0.0,284.95001666666667,-886.774272812049,,,2025-02-02,21
2025-02-02,22,2025-02-02T10:30:00Z,2025-02-03T11:14:21Z,-1.57,-1.57,False,N,0.0,-431.67065531041385,0.0,0.0,,,233.49347052837072,-665.9577202901871,0.0,0.0,233.49347052837072,-664.9577202901871,,,2025-02-02,22
2025-02-02,23,2025-02-02T11:00:00Z,2025-02-03T11:44:29Z,34.72418127795778,34.72418127795778,False,N,0.0,-1200.26082565532,0.0,0.0,35.81625,1.0,135.46164168756914,-1335.762577451585,0.0,0.0,135.46164168756914,-1334.762577451585,,,2025-02-02,23
2025-02-02,24,2025-02-02T11:30:00Z,2025-02-03T12:14:29Z,0.1,0.1,False,N,0.0,-832.7597474171575,0.0,0.0,0.1,1.0,77.26001425796649,-909.8924203338241,0.0,0.0,77.26001425796649,-908.8924203338241,,,2025-02-02,24
2025-02-02,25,2025-02-02T12:00:00Z,2025-02-03T12:44:25Z,77.83979202481146,77.83979202481146,False,N,0.0,-453.9167050330688,0.0,0.0,79.16666666666667,1.0,165.9500093915344,-648.370642255291,0.0,28.267,165.9500093915344,-647.370642255291,,28.267,2025-02-02,25
2025-02-02,26,2025-02-02T12:30:00Z,2025-02-03T13:14:25Z,85.0,85.0,False,N,0.0,-438.856191025641,0.0,0.0,85.0,1.0,63.166666666666664,-502.1728576923077,0.0,0.0,63.166666666666664,-501.1728576923077,,,2025-02-02,26
2025-02-02,27,2025-02-02T13:00:00Z,2025-02-03T13:44:37Z,101.13,101.13,False,N,0.0,-97.49142262820513,0.0,0.0,101.13,0.0,182.43357737179488,-279.7697953205128,0.0,0.0,182.43357737179488,-278.7697953205128,,,2025-02-02,27
2025-02-02,28,2025-02-02T13:30:00Z,2025-02-03T14:14:29Z,110.0,110.0,False,P,0.0,133.20526869237278,0.0,0.0,,,273.57260174226013,-140.3678058245086,0.0,0.0,272.57260174226013,-140.3678058245086,,,2025-02-02,28
2025-02-02,29,2025-02-02T14:00:00Z,2025-02-03T14:44:38Z,93.04,93.04,False,N,0.0,-46.822103675213675,0.0,0.0,,,104.48,-97.23077034188034,-64.06,9.847,104.48,-96.23077034188034,-64.06,9.847,2025-02-02,29
2025-02-02,30,2025-02-02T14:30:00Z,2025-02-03T15:14:33Z,92.5,92.5,False,N,0.0,-382.8976047440551,0.0,0.0,92.5,1.0,179.9611111111111,-273.01893807738844,-349.948,59.986,179.9611111111111,-272.79175513944716,-349.17518293794126,59.986,2025-02-02,30
2025-02-02,31,2025-02-02T15:00:00Z,2025-02-03T15:44:54Z,92.5,92.5,False,N,0.0,-294.8335350877193,0.0,0.0,92.5,1.0,52.55166666666667,-148.6265350877193,-349.948,151.116,52.55166666666667,-148.34770000143465,-349.22683508628467,151.116,2025-02-02,31
2025-02-02,32,2025-02-02T15:30:00Z,2025-02-03T16:14:42Z,92.5,92.5,False,N,0.0,-341.3134761904762,0.0,0.0,92.5,1.0,136.125,-127.88214285714285,-349.948,0.0,136.125,-127.86340391885285,-348.96673893829,,2025-02-02,32
2025-02-02,33,2025-02-02T16:00:00Z,2025-02-03T16:44:39Z,6.504890631051674,6.504890631051674,False,N,0.0,-491.22672422619047,0.0,0.0,8.905409333333333,1.0,242.03734037037037,-383.2553908928571,-349.948,0.0,242.03734037037037,-382.4625089231872,-349.74088196966994,,2025-02-02,33
2025-02-02,34,2025-02-02T16:30:00Z,2025-02-03T17:14:31Z,93.35,93.35,False,N,0.0,-194.5687142857143,0.0,0.0,93.35,1.0,255.915,-100.38571428571429,-349.948,0.0,255.915,-100.35642620089736,-348.9772880848169,,2025-02-02,34
2025-02-02,35,2025-02-02T17:00:00Z,2025-02-03T17:44:30Z,93.7,93.7,False,N,0.0,-27.709262777777777,0.0,0.0,,,233.39856722222223,-161.64856444444445,-349.948,250.0,233.39856722222223,-160.64856444444445,-349.948,250.0,2025-02-02,35
2025-02-02,36,2025-02-02T17:30:00Z,2025-02-03T18:14:29Z,102.27,102.27,False,N,0.0,-22.127166666666668,0.0,0.0,,,225.0,-147.31666666666666,-349.948,250.0,225.0,-146.31666666666666,-349.948,250.0,2025-02-02,36
2025-02-02,37,2025-02-02T18:00:00Z,2025-02-03T18:44:28Z,146.65,146.65,False,P,0.0,6.552,0.0,0.0,,,225.0,-118.5,-349.948,250.0,225.0,-118.5,-349.948,249.0,2025-02-02,37
2025-02-02,38,2025-02-02T18:30:00Z,2025-02-03T19:14:30Z,117.14,117.14,False,N,0.0,-1.8063333333333333,0.0,0.0,,,235.025,-136.48333333333332,-349.948,250.0,235.025,-135.48333333333332,-349.948,250.0,2025-02-02,38
2025-02-02,39,2025-02-02T19:00:00Z,2025-02-03T19:44:31Z,102.61,102.61,False,N,0.0,-17.33287037037037,0.0,0.0,,,386.2464286111111,-190.38346564814816,-349.948,137.073,386.2464286111111,-189.38346564814816,-349.948,137.073,2025-02-02,39
2025-02-02,40,2025-02-02T19:30:00Z,2025-02-03T20:14:36Z,93.72,93.72,False,N,0.0,-407.7463817340067,0.0,0.0,,,225.0,-432.29838173400674,-349.948,149.5,225.0,-431.29838173400674,-349.948,149.5,2025-02-02,40
2025-02-02,41,2025-02-02T20:00:00Z,2025-02-03T20:44:34Z,1.0,1.0,False,N,0.0,-352.76071109006733,0.0,0.0,1.0,1.0,225.0005827020202,-343.3113891456229,-349.948,115.181,225.0005827020202,-343.1712730011562,-349.08811614446677,115.181,2025-02-02,41
2025-02-02,42,2025-02-02T20:30:00Z,2025-02-03T21:14:40Z,93.7,93.7,False,N,0.0,-515.8320367602959,0.0,0.0,,,215.93344285714286,-551.5870367602959,-349.948,169.403,215.93344285714286,-550.5870367602959,-349.948,169.403,2025-02-02,42
2025-02-02,43,2025-02-02T21:00:00Z,2025-02-03T21:44:39Z,93.75,93.75,False,N,0.0,-293.5917008009599,0.0,0.0,,,330.7143998603145,-449.84846592615025,-349.948,175.514,330.7143998603145,-448.84846592615025,-349.948,175.514,2025-02-02,43
2025-02-02,44,2025-02-02T21:30:00Z,2025-02-03T22:14:29Z,128.0,128.0,False,P,0.0,157.47585516224228,0.0,0.0,,,746.8408281401195,-246.76448406663363,-349.948,7.347,745.8408281401195,-246.76448406663363,-349.948,7.347,2025-02-02,44
2025-02-02,45,2025-02-02T22:00:00Z,2025-02-03T22:44:35Z,134.0,134.0,False,P,0.0,639.3394173695286,0.0,0.0,,,1401.829089452862,-412.4871053790191,-349.948,0.0,1400.829089452862,-412.4871053790191,-349.948,,2025-02-02,45
2025-02-02,46,2025-02-02T22:30:00Z,2025-02-03T23:14:31Z,127.0,127.0,False,P,0.0,181.37314535353536,0.0,0.0,,,1358.7952097979799,-688.04257625,-606.463,116.966,1357.7952097979799,-688.04257625,-606.463,116.966,2025-02-02,46
2025-02-02,47,2025-02-02T23:00:00Z,2025-02-03T23:44:34Z,82.0,82.0,False,N,0.0,-634.5361111111112,0.0,0.0,82.0,1.0,896.4206798611111,-1005.7142909722222,-700.09,175.0,896.4206798611111,-1005.2210630959596,-699.5832278762626,175.0,2025-02-02,47
2025-02-02,48,2025-02-02T23:30:00Z,2025-02-04T00:14:36Z,107.23,107.23,False,N,0.0,-634.5155982734204,0.0,0.0,107.23,0.0,1122.3479520697167,-1199.4765503431372,-699.896,142.534,1122.3479520697167,-1199.1506718326355,-699.2218785105019,142.534,2025-02-02,48
2025-02-03,1,2025-02-03T00:00:00Z,2025-02-04T00:44:35Z,90.12564071260563,90.12564071260563,False,N,0.0,-92.19670037037037,0.0,0.0,90.14504076086956,0.38333333333333336,1233.3866416168091,-1325.5834845940171,0.0,0.0,1233.3866416168091,-1324.5834845940171,,,2025-02-03,1
2025-02-03,2,2025-02-03T00:30:00Z,2025-02-04T01:14:34Z,80.95251723251056,80.95251723251056,False,N,0.0,-318.81251831501834,0.0,0.0,81.38883333333334,1.0,1105.1974816849818,-1423.9933333333333,0.0,0.0,1105.1974816849818,-1422.9933333333333,,,2025-02-03,2
2025-02-03,3,2025-02-03T01:00:00Z,2025-02-04T01:44:32Z,99.06,99.06,False,N,0.0,-1051.4177421230158,0.0,0.0,99.06,0.0,1177.4854800992064,-1529.007381388889,-699.896,0.0,1177.4854800992064,-1528.6730502015407,-699.2303311873483,,2025-02-03,3
2025-02-03,4,2025-02-03T01:30:00Z,2025-02-04T02:14:45Z,90.0,90.0,False,N,0.0,-982.6596111111111,0.0,0.0,90.0,1.0,1282.6035714285715,-1565.4671825396824,-699.896,0.0,1282.6035714285715,-1565.1795042513543,-699.1836782883283,,2025-02-03,4
2025-02-03,5,2025-02-03T02:00:00Z,2025-02-04T02:44:37Z,85.0,85.0,False,N,0.0,-1290.7125048809523,0.0,0.0,85.0,1.0,1235.8619047619047,-1826.9450763095238,-699.896,0.0,1235.8619047619047,-1826.5362156813612,-699.3048606281625,,2025-02-03,5
2025-02-03,6,2025-02-03T02:30:00Z,2025-02-04T03:14:37Z,72.17671682205756,72.17671682205756,False,N,0.0,-1351.5933483821734,0.0,0.0,72.24825,1.0,1145.3586516178266,-1834.7755720909645,-699.896,37.569,1145.3586516178266,-1834.1374955567405,-699.5340765342241,37.569,2025-02-03,6
2025-02-03,7,2025-02-03T03:00:00Z,2025-02-04T03:44:35Z,91.4,91.4,False,N,0.0,-961.4866909159684,0.0,0.0,91.4,0.0,1660.2767325624866,-1972.0441686533006,-699.896,50.0,1660.2767325624866,-1971.772099686161,-699.1680689671396,50.0,2025-02-03,7
